Prix,Stock,Fabricant,Modèle,Série,Catégorie,Lien,Dispo occas,Lien petite annonce
1 049 ,Pas de stock,LTD,B-5 Ebony,Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-5-ebony/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-5-ebony/petites-annonces/
899 ,En stock,LTD,D-6 (2020),Standard D,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/d-6-2020/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/d-6-2020/petites-annonces/
599 ,En stock,Sterling by Music Man,StingRay Ray5HH,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray5hh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray5hh/petites-annonces/
1 814.10 ,En stock,Sterling by Music Man,StingRay Ray35HHSM,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray35hhsm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray35hhsm/petites-annonces/
1 622 ,Pas de stock,Sterling by Music Man,StingRay Ray35HHPB,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray35hhpb/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray35hhpb/petites-annonces/
1 555 ,En stock,Sterling by Music Man,StingRay Ray35HH,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray35hh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/stingray-ray35hh/petites-annonces/
1 749 ,Pas de stock,LTD,B-1005 Multi-scale (2019),Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-1005-multi-scale-2019/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-1005-multi-scale-2019/petites-annonces/
629 ,Pas de stock,LTD,F-205 (2020),Standard F,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-205-2020/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-205-2020/petites-annonces/
969 ,Pas de stock,LTD,D-5 (2020),Standard D,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/d-5-2020/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/d-5-2020/petites-annonces/
1 199 ,Pas de stock,Schecter,P-5,Retro,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/p-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/p-5/petites-annonces/
1 566 ,Pas de stock,Schecter,Stiletto Studio-5 FF,Stiletto Studio,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-studio-5-ff/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-studio-5-ff/petites-annonces/
777 ,En stock,Schecter,Stiletto Stealth-5,Stiletto Stealth,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-stealth-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-stealth-5/petites-annonces/
1 849 ,En stock,Schecter,SLS Evil Twin-5,SLS Elite,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/sls-evil-twin-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/sls-evil-twin-5/petites-annonces/
1 799 ,En stock,Schecter,SLS Elite-5,SLS Elite,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/sls-elite-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/sls-elite-5/petites-annonces/
454 ,Pas de stock,SGR by Schecter,C-5,Basses électriques 5 cordes,20/07/2022,https://fr.audiofanzine.com/basse-electrique-divers/sgr-by-schecter/c-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sgr-by-schecter/c-5/petites-annonces/
1 099 ,En stock,Schecter,Model-T Session-5,Basses électriques 5 cordes,20/07/2022,https://fr.audiofanzine.com/basse-electrique-divers/schecter/model-t-session-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/model-t-session-5/petites-annonces/
1 099 ,Pas de stock,Schecter,J-5,Retro,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/j-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/j-5/petites-annonces/
599 ,Pas de stock,Schecter,Omen-5 (2012),Omen,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/omen-5-2012/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/omen-5-2012/petites-annonces/
1 444 ,Pas de stock,Schecter,Riot-5 Bass (2019),Riot,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/riot-5-bass-2019/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/riot-5-bass-2019/petites-annonces/
899 ,En stock,Schecter,CV-5 (2017),Basses électriques 5 cordes,20/07/2022,https://fr.audiofanzine.com/basse-electrique-divers/schecter/cv-5-2017/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/cv-5-2017/petites-annonces/
2 079 ,Pas de stock,Schecter,Daniel Firth Hellraiser Extreme-5 Signature Bass,Artist,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/daniel-firth-hellraiser-extreme-5-signature-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/daniel-firth-hellraiser-extreme-5-signature-bass/petites-annonces/
629 ,En stock,Ibanez,SR405EPBDX,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr405epbdx/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr405epbdx/petites-annonces/
1 699 ,En stock,Ibanez,SR5CMDX Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5cmdx-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5cmdx-premium/petites-annonces/
382 ,En stock,Jackson,JS Spectra Bass JS3V (2022),JS,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/spectra-bass-js3v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/spectra-bass-js3v/petites-annonces/
1 465 ,En stock,Ibanez,SR5FMDX Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5fmdx-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5fmdx-premium/petites-annonces/
1 405 ,En stock,Ibanez,BTB806MS,BTB Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb806ms/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb806ms/petites-annonces/
248 ,Pas de stock,Harley Benton,JP-55OP,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/jp-55op/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/jp-55op/petites-annonces/
218 ,Pas de stock,Harley Benton,JJ-55OP,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/jj-55op/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/jj-55op/petites-annonces/
1 375 ,En stock,Spector,NS Pulse II 6 String,Basses électriques 5 cordes,30/03/2022,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-pulse-ii-6-string/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-pulse-ii-6-string/petites-annonces/
1 379 ,En stock,Spector,NS Pulse II 5 String,Basses électriques 5 cordes,30/03/2022,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-pulse-ii-5-string/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-pulse-ii-5-string/petites-annonces/
1 285 ,En stock,Cort,GB-Modern 5,GB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb-modern-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb-modern-5/petites-annonces/
444 ,Pas de stock,Squier,Contemporary Active Jazz Bass HH V (2022),Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/contemporary-active-jazz-bass-hh-v-2022/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/contemporary-active-jazz-bass-hh-v-2022/petites-annonces/
1 709 ,Pas de stock,Markbass,MB Kimandu 5 Signature Richard Bona,Basses électriques 5 cordes,16/02/2022,https://fr.audiofanzine.com/basse-electrique-divers/markbass/mb-kimandu-5-signature-richard-bona/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/markbass/mb-kimandu-5-signature-richard-bona/petites-annonces/
2 119 ,En stock,Fender,American Professional II Precision Bass V,American Professional II,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-professional-ii-precision-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-professional-ii-precision-bass-v/petites-annonces/
1 169 ,En stock,Ibanez,BTB605MS,BTB Workshop,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb605ms/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb605ms/petites-annonces/
1 319 ,En stock,Ibanez,EHB1006MS,EHB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/ehb1006ms/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/ehb1006ms/petites-annonces/
3 349 ,Pas de stock,Spector,Euro 5 Classic,Basses électriques 5 cordes,23/12/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/euro-classic-5-swg/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/euro-classic-5-swg/petites-annonces/
519 ,En stock,Sire,Marcus Miller P5 5ST (Alder),Basses électriques 5 cordes,07/12/2021,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-p5-5st-alder/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-p5-5st-alder/petites-annonces/
888 ,Pas de stock,Ibanez,BTB765,BTB Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb765/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb765/petites-annonces/
1 699 ,En stock,Ibanez,SR5CMLTD Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5cmltd-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5cmltd-premium/petites-annonces/
2 222 ,En stock,Spector,EuroBolt 5,Basses électriques 5 cordes,24/11/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/eurobolt-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/eurobolt-5/petites-annonces/
371 ,En stock,Ibanez,RGB305,Basses électriques 5 cordes,23/11/2021,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/rgb305/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/rgb305/petites-annonces/
949 ,Pas de stock,Spector,Legend 5 Classic,Basses électriques 5 cordes,19/11/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-classic/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-classic/petites-annonces/
2 150 ,Pas de stock,Spector,NS Dimension 5,Basses électriques 5 cordes,19/11/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-dimension-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-dimension-5/petites-annonces/
1 250 ,Pas de stock,Spector,NS Pulse 5,Basses électriques 5 cordes,19/11/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-pulse-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-pulse-5/petites-annonces/
1 899 ,En stock,Spector,NS Ethos 5,Basses électriques 5 cordes,19/11/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-ethos-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-ethos-5/petites-annonces/
2 859 ,En stock,Spector,Euro 5 LX-TW BSM,Basses électriques 5 cordes,30/10/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/euro-5-lx-tw-bsm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/euro-5-lx-tw-bsm/petites-annonces/
1 575 ,En stock,Ibanez,BTB1836 Premium,BTB Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb1836-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb1836-premium/petites-annonces/
899 ,En stock,Ibanez,SR606E,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr606e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr606e/petites-annonces/
1 375 ,En stock,Ibanez,SR1305SB Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1305sb-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1305sb-premium/petites-annonces/
2 099 ,En stock,Ibanez,SR4605 Prestige,SR Prestige,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr4605-prestige/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr4605-prestige/petites-annonces/
2 299 ,En stock,Spector,Bantam 5,Basses électriques 5 cordes,02/07/2021,https://fr.audiofanzine.com/basse-electrique-divers/spector/bantam-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/bantam-5/petites-annonces/
716 ,En stock,Ibanez,BTB625EX,Iron Label,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb625ex-bkf/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb625ex-bkf/petites-annonces/
1 025 ,En stock,Ibanez,SRMS625EX Iron Label,Iron Label,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms625ex-bkf/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srms625ex-bkf/petites-annonces/
1 699 ,En stock,Ibanez,BTB1835 Premium,BTB Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb-1835/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb-1835/petites-annonces/
285 ,En stock,Squier,Affinity Jazz Bass V (2021),Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/affinity-series-jazz-bass-v-2021/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/affinity-series-jazz-bass-v-2021/petites-annonces/
489 ,Stock internet,Cort,Artisan C5 Plus OVMH,Artisan,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-c5-plus-ovmh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-c5-plus-ovmh/petites-annonces/
1 290 ,En stock,Cort,Artisan A5 Ultra Ash,Artisan,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-a5-ultra-ash/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/artisan-a5-ultra-ash/petites-annonces/
699 ,Pas de stock,Jackson,X Spectra Bass SBXP V,X,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/spectra-bass-sbxp-v-x-series/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/spectra-bass-sbxp-v-x-series/petites-annonces/
999 ,Stock internet,Charvel,Pro-Mod San Dimas BassJJV,Pro-Mod,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/charvel/pro-mod-san-dimas-bassjjv/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/charvel/pro-mod-san-dimas-bassjjv/petites-annonces/
266.43 ,En stock,Ibanez,TMB35,Talman Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb35/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/tmb35/petites-annonces/
1 656.20 ,En stock,Ibanez,SR5PBLTD Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5pbltd-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr5pbltd-premium/petites-annonces/
1 199 ,En stock,Ibanez,SR1105B Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1105b-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1105b-premium/petites-annonces/
1 365 ,Pas de stock,Ibanez,SR1605B Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1605b/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1605b/petites-annonces/
148 ,En stock,Harley Benton,MB-5 SBK Deluxe,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mb-5-sbk-deluxe/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mb-5-sbk-deluxe/petites-annonces/
 700.00 ,Aucune annonce,Fender,Deluxe Active Jazz Bass V [2020-Current],Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/deluxe-active-jazz-bass-v-2020-current/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/deluxe-active-jazz-bass-v-2020-current/petites-annonces/
1 949 ,Pas de stock,LTD,F-1005,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-1005/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-1005/petites-annonces/
198 ,En stock,Harley Benton,MM-85A,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mm-85a-sb/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/mm-85a-sb/petites-annonces/
1 395 ,En stock,Ibanez,SR1345B Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1345b-premium/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr1345b-premium/petites-annonces/
759 ,En stock,Sterling by Music Man,StringRay Classic Ray25CA,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray25ca/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray25ca/petites-annonces/
1 390 ,Pas de stock,Sterling by Music Man,StingRay Ray35PB,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray35pb/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray35pb/petites-annonces/
1 190 ,Pas de stock,Sterling by Music Man,StingRay Ray35QM,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray35qm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sterling-by-music-man/ray35qm/petites-annonces/
399 ,En stock,Ibanez,SRMD205,SR Mezzo,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srmd205/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srmd205/petites-annonces/
 100.00 ,Aucune annonce,Harley Benton,PJ-75,Basses électriques 5 cordes,08/02/2020,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/pj-75/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/pj-75/petites-annonces/
683.28 ,En stock,Jackson,X Spectra Bass SBX V,X,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/sbx-v-spectra-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/sbx-v-spectra-bass/petites-annonces/
1 065 ,En stock,Ibanez,EHB1005,EHB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/ehb1005/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/ehb1005/petites-annonces/
569 ,Pas de stock,Sire,Marcus Miller V7 Vintage 5ST (Alder) 2nd Generation,Basses électriques 5 cordes,29/08/2019,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-vintage-alder-5-bk-2nd-gen/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-v7-vintage-alder-5-bk-2nd-gen/petites-annonces/
435 ,En stock,Spector,Legend 5 Standard,Basses électriques 5 cordes,31/07/2019,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-standard/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/legend-5-standard/petites-annonces/
749 ,En stock,Ibanez,SR506E,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr506e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr506e/petites-annonces/
1 444 ,Pas de stock,LTD,AP-5,AP,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/ap-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/ap-5/petites-annonces/
2 351 ,En stock,Ibanez,ANB205 Adam Nitti Signature,Signature,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/anb205-adam-niti-signature/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/anb205-adam-niti-signature/petites-annonces/
327.70 ,En stock,Jackson,JS Spectra Bass JS3V (2019),JS,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/js3v-spectra-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/js3v-spectra-bass/petites-annonces/
699 ,En stock,Jackson,CBXNT V,X,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/cbxnt-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/cbxnt-v/petites-annonces/
1 199 ,Pas de stock,Spector,Alex Webster Signtaure,Basses électriques 5 cordes,20/01/2019,https://fr.audiofanzine.com/basse-electrique-divers/spector/alex-webster-signtaure/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/alex-webster-signtaure/petites-annonces/
 650.00 ,Aucune annonce,Tune Guitar Technology,WB5 fretless,Basses électriques 5 cordes,15/01/2019,https://fr.audiofanzine.com/basse-electrique-divers/tune-guitar-technology/wb5-fretless/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/tune-guitar-technology/wb5-fretless/petites-annonces/
 1 121.13 ,1 petite annonce,Lakland,Skyline DJ-5 Darryl Jones,Skyline,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/lakland/dj-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lakland/dj-5/petites-annonces/
 2 500.00 ,Aucune annonce,Noguera,Custom 6,Basses électriques 5 cordes,25/10/2018,https://fr.audiofanzine.com/basse-electrique-divers/noguera/custom-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/noguera/custom-6/petites-annonces/
 260.00 ,Aucune annonce,Sire,Marcus Miller M2 5ST,Basses électriques 5 cordes,21/08/2018,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-m2-5st/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sire/marcus-miller-m2-5st/petites-annonces/
 8 500.00 ,Aucune annonce,Fodera Guitars,Emperor II 6,Basses électriques 5 cordes,15/08/2018,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/emperor-ii-6-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fodera-guitars/emperor-ii-6-cordes/petites-annonces/
1 499 ,Pas de stock,Schecter,C-5 Apocalypse,Apocalypse,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/c-5-apocalypse/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/c-5-apocalypse/petites-annonces/
439 ,Pas de stock,Squier,Contemporary Active Jazz Bass V HH [2018-2021],Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/contemporary-active-jazz-bass-v-hh/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/contemporary-active-jazz-bass-v-hh/petites-annonces/
 3 800.00 ,Aucune annonce,Alembic,Mark King Deluxe 5,Basses électriques 5 cordes,18/06/2018,https://fr.audiofanzine.com/basse-electrique-divers/alembic/alembic-mark-king-5-deluxe/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/alembic/alembic-mark-king-5-deluxe/petites-annonces/
1 120.30 ,En stock,Ibanez,BTB747,BTB Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb747/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb747/petites-annonces/
349 ,En stock,Ibanez,GSR205SM,GIO Soundgear,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr205sm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr205sm/petites-annonces/
553.60 ,En stock,Ibanez,SR405EQM,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr405eqm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr405eqm/petites-annonces/
1 439 ,En stock,Ibanez,SR2605 Premium,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr2605/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr2605/petites-annonces/
