Prix,Stock,Fabricant,Modèle,Série,Catégorie,Lien,Dispo occas,Lien petite annonce
 450.00 ,Aucune annonce,Fender,Modern Player Jazz Bass Satin V,Modern Player Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/modern-player-jazz-bass-satin-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/modern-player-jazz-bass-satin-v/petites-annonces/
 2 175.18 ,Aucune annonce,Lakland,USA 55-14 Classic,USA,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/lakland/55-14-natural/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/lakland/55-14-natural/petites-annonces/
 580.00 ,Aucune annonce,Eastwood Guitars,Sidejack Bass VI,Sidejack,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/eastwood-guitars/sidejack-bass-vi-vintage-cream/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/eastwood-guitars/sidejack-bass-vi-vintage-cream/petites-annonces/
 2 200.00 ,Aucune annonce,Vigier,Passion IV 5 Strings,Passion,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/vigier/passion-iv-5-strings-amber-phenowood/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/vigier/passion-iv-5-strings-amber-phenowood/petites-annonces/
 1 900.00 ,Aucune annonce,Vigier,Arpege IV 5 Strings,Arpege,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/vigier/arpege-iv-5-strings-deep-blue/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/vigier/arpege-iv-5-strings-deep-blue/petites-annonces/
 1 390.00 ,Aucune annonce,Warmoth,PJ5 Custom,Basses électriques 5 cordes,08/04/2013,https://fr.audiofanzine.com/basse-electrique-divers/warmoth/pj5-custom/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warmoth/pj5-custom/petites-annonces/
 350.00 ,Aucune annonce,Ibanez,SR505F,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr505f/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr505f/petites-annonces/
 2 300.00 ,Aucune annonce,Sadowsky,UV70 5-String,Basses électriques 5 cordes,05/03/2013,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/uv70-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/uv70-5-cordes/petites-annonces/
 580.00 ,Aucune annonce,Bass Mods,K6,Basses électriques 5 cordes,25/02/2013,https://fr.audiofanzine.com/basse-electrique-divers/bass-mods/k6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/bass-mods/k6/petites-annonces/
 315.00 ,1 petite annonce,Cort,GB75,GB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb75/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb75/petites-annonces/
 749.00 ,Aucune annonce,B.C. Rich,Warlock Paolo Gregoletto Signature Bass 5,Warlock,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/b-c-rich/warlock-paolo-gregoletto-signature-bass-5-white/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/b-c-rich/warlock-paolo-gregoletto-signature-bass-5-white/petites-annonces/
899 ,En stock,Ibanez,SR805,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr805/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr805/petites-annonces/
 500.00 ,Aucune annonce,Ibanez,BTB676,BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb676/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb676/petites-annonces/
 750.00 ,Aucune annonce,Ibanez,BTB1405,BTB Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb1405/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb1405/petites-annonces/
 170.00 ,Aucune annonce,Harley Benton,HBZ-2005,Deluxe,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/hbz-2005/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/harley-benton/hbz-2005/petites-annonces/
339 ,Pas de stock,Cort,GB35J,GB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb35j/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb35j/petites-annonces/
 3 076.97 ,Aucune annonce,PRS,Gary Grainger 5-String Bass - Makena Blue,Gary Grainger,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/prs/gary-grainger-5-string-bass-makena-blue/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/prs/gary-grainger-5-string-bass-makena-blue/petites-annonces/
 783.33 ,Aucune annonce,Fender,Pawn Shop Bass VI,Bass VI,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/pawn-shop-bass-vi/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/pawn-shop-bass-vi/petites-annonces/
 220.00 ,Aucune annonce,Rockbass,Streamer Standard 5,Basses électriques 5 cordes,21/12/2012,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/warwick-rockbass-streamer-standard-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/rockbass/warwick-rockbass-streamer-standard-5/petites-annonces/
321.70 ,En stock,Epiphone,Toby Deluxe-V,Toby,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/toby-deluxe-v-ebony/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/toby-deluxe-v-ebony/petites-annonces/
 3 373.87 ,Aucune annonce,Spector,NS-5 2012 Edition,Basses électriques 5 cordes,07/12/2012,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-5-2012-edition/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/spector/ns-5-2012-edition/petites-annonces/
 243.33 ,Aucune annonce,Yamaha,RBX375,RBX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/rbx375/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/rbx375/petites-annonces/
 200.00 ,Aucune annonce,Ibanez,RB885,Roadstar II,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/rb885/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/rb885/petites-annonces/
279 ,Pas de stock,Ibanez,GSRM25,MIKRO,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsrm25/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsrm25/petites-annonces/
1 449 ,Pas de stock,Schecter,Hellraiser Extreme-5,Hellraiser Extreme,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/hellraiser-extreme-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/hellraiser-extreme-5/petites-annonces/
 145.00 ,Aucune annonce,Sx Guitars,Ursa 2,Basses électriques 5 cordes,29/05/2012,https://fr.audiofanzine.com/basse-electrique-divers/sx-guitars/ursa-2-mn-ash-na-5-string/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sx-guitars/ursa-2-mn-ash-na-5-string/petites-annonces/
402.40 ,En stock,Ibanez,GSR206,GIO Soundgear,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gsr206/petites-annonces/
 901.79 ,Aucune annonce,Fender,American Standard Jazz Bass V [2012-2016],American Standard Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-jazz-bass-v-2012-current/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-jazz-bass-v-2012-current/petites-annonces/
 950.00 ,Aucune annonce,Fender,American Standard Precision Bass V [2012-2016],American Standard Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-precision-bass-v-2012-current/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-precision-bass-v-2012-current/petites-annonces/
 700.00 ,Aucune annonce,Godin,Shifter 5 Bass,Shifter Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/godin/performance-series-shifter-5-bass/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/godin/performance-series-shifter-5-bass/petites-annonces/
 400.00 ,Aucune annonce,Cort,Curbow52,Curbow,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/curbow52/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/curbow52/petites-annonces/
 450.00 ,Aucune annonce,Ibanez,SR705,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr705/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr705/petites-annonces/
 700.00 ,Aucune annonce,Ibanez,SR1206E,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-premium-sr1206e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-premium-sr1206e/petites-annonces/
 800.00 ,Aucune annonce,Ibanez,SR756,SR Standard,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr756/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/sr756/petites-annonces/
 320.00 ,Aucune annonce,Jackson,David Ellefson CB-XV,David Ellefson,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/x-series-david-ellefson-cb-xv-quicksilver/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/x-series-david-ellefson-cb-xv-quicksilver/petites-annonces/
 45.00 ,Aucune annonce,Cruzer / Cruiser by Crafter,CSR-55A,Basses électriques 5 cordes,13/12/2011,https://fr.audiofanzine.com/basse-electrique-divers/cruzer-cruiser-by-crafter/cruiser-csr55a/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cruzer-cruiser-by-crafter/cruiser-csr55a/petites-annonces/
 490.00 ,Aucune annonce,Schecter,Stargazer-5,Stargazer,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stargazer-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stargazer-5/petites-annonces/
1 649 ,En stock,LTD,B-1005,Deluxe B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-1005-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-1005-natural-satin/petites-annonces/
666 ,En stock,LTD,B-205SM,Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-205sm-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-205sm-natural-satin/petites-annonces/
669 ,En stock,LTD,B-206SM,Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-206sm-natural-satin/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-206sm-natural-satin/petites-annonces/
 250.00 ,Aucune annonce,LTD,B-155DX,Standard B,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-155dx-see-thru-blue/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/b-155dx-see-thru-blue/petites-annonces/
 590.00 ,Aucune annonce,ESP,Surveyor-5 Maple,Surveyor,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/esp/surveyor-5-maple-natural/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/esp/surveyor-5-maple-natural/petites-annonces/
1 199 ,En stock,Yamaha,TRB1005J,Basses électriques 5 cordes,16/11/2011,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb1005j/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb1005j/petites-annonces/
 645.00 ,Aucune annonce,Yamaha,TRB1006,Basses électriques 5 cordes,15/11/2011,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb1006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb1006/petites-annonces/
 1 356.33 ,Aucune annonce,Yamaha,TRB5PII,TRB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb5pii/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb5pii/petites-annonces/
 1 900.00 ,Aucune annonce,Yamaha,TRB6PII,Basses électriques 5 cordes,15/11/2011,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb6pii/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/trb6pii/petites-annonces/
 390.00 ,Aucune annonce,Yamaha,BB615,BB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb-series-bb615-black-metallic/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb-series-bb615-black-metallic/petites-annonces/
 1.00 ,Aucune annonce,Yamaha,BB1025X,BB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb-series-bb1025x-tobacco-brown-sunburst/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb-series-bb1025x-tobacco-brown-sunburst/petites-annonces/
 386.82 ,Aucune annonce,Schecter,Stiletto Custom-5,Stiletto Custom,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-custom-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-custom-5/petites-annonces/
1 019 ,Pas de stock,Schecter,Stiletto Custom-6,Stiletto Custom,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-custom-6/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-custom-6/petites-annonces/
 444.10 ,Aucune annonce,Schecter,Stiletto Extreme-5,Stiletto Extreme,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-extreme-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-extreme-5/petites-annonces/
1 369 ,Pas de stock,Schecter,Stiletto Studio-5,Stiletto Studio,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-studio-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-studio-5/petites-annonces/
 380.66 ,Aucune annonce,Schecter,Stiletto Deluxe-5,Stiletto,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-deluxe-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/stiletto-deluxe-5/petites-annonces/
 1 899.00 ,Aucune annonce,Elrick,Gold Jazz Standard 5,Basses électriques 5 cordes,06/11/2011,https://fr.audiofanzine.com/basse-electrique-divers/elrick/gold-series-new-jazz-standard-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/elrick/gold-series-new-jazz-standard-5/petites-annonces/
 2 750.00 ,1 petite annonce,Burns Guitars,Split Sound 6 string Bass,Basses électriques 5 cordes,05/11/2011,https://fr.audiofanzine.com/basse-electrique-divers/burns-guitars/split-sound-6-strings-bass/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/burns-guitars/split-sound-6-strings-bass/petites-annonces/
777 ,Pas de stock,Schecter,Omen Extreme-5,Omen Extreme,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/omen-extreme-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/omen-extreme-5/petites-annonces/
 346.66 ,Aucune annonce,Schecter,Raiden Special-5,Raiden,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/raiden-special-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/raiden-special-5/petites-annonces/
 350.00 ,Aucune annonce,Schecter,Omen-5 [2003-2011],Omen,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/schecter/omen-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/schecter/omen-5/petites-annonces/
 245.00 ,Aucune annonce,Squier,Affinity Jazz Bass V [2007-2020],Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/affinity-series-jazz-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/affinity-series-jazz-bass-v/petites-annonces/
 640.56 ,Aucune annonce,Cort,GB5-Custom,GB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb5-custom/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/gb5-custom/petites-annonces/
 211.17 ,Aucune annonce,Cort,Curbow5,Curbow,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/curbow5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/curbow5/petites-annonces/
569 ,En stock,Cort,Action V-DLX,Action,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/action-v-dlx/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/action-v-dlx/petites-annonces/
 1 518.50 ,Aucune annonce,Music Man,StingRay 5 HS,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/stingray-5-hs/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/stingray-5-hs/petites-annonces/
 416.67 ,2 petites annonces,Ibanez,ATK305 [1995-1999],ATK,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/atk305/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/atk305/petites-annonces/
 170.00 ,Aucune annonce,Ibanez,BTB305FM,BTB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb305fm/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/btb305fm/petites-annonces/
 693.33 ,Aucune annonce,Ibanez,SR1205,SR Premium,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-premium-sr1205/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-premium-sr1205/petites-annonces/
 1 200.00 ,Aucune annonce,Ibanez,SR5005E,SR Prestige,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr5005e/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/soundgear-prestige-sr5005e/petites-annonces/
 300.00 ,Aucune annonce,Yamaha,BB425X,BB,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb-series-bb425x-red-metallic/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/yamaha/bb-series-bb425x-red-metallic/petites-annonces/
4 705 ,En stock,Ibanez,GVB1006,Gerald Veasley,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gvb1006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/gvb1006/petites-annonces/
 1 100.00 ,Aucune annonce,Carvin,SB5000,Basses électriques 5 cordes,03/10/2011,https://fr.audiofanzine.com/basse-electrique-divers/carvin/sb5000/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/carvin/sb5000/petites-annonces/
 1 250.00 ,Aucune annonce,Fender,American Standard Precision Bass V [2008-2012],American Standard Precision Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-precision-bass-v-2008-2012/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-precision-bass-v-2008-2012/petites-annonces/
 1 760.00 ,1 petite annonce,Fender,Marcus Miller Jazz Bass V,Marcus Miller,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/artist-series-marcus-miller-jazz-bass-v-3-color-sunburst/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/artist-series-marcus-miller-jazz-bass-v-3-color-sunburst/petites-annonces/
 366.67 ,1 petite annonce,Epiphone,Thunderbird Pro-V,Thunderbird,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/thunderbird-pro-v/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/epiphone/thunderbird-pro-v/petites-annonces/
 1 134.00 ,Aucune annonce,Fender,American Standard Jazz Bass V [2008-2012],American Standard Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-jazz-bass-v-2008-2012/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/american-standard-jazz-bass-v-2008-2012/petites-annonces/
399 ,Pas de stock,Jackson,JS Concert Bass JS3V,JS,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/jackson/js-series-js3v-concert-bass-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/jackson/js-series-js3v-concert-bass-black/petites-annonces/
 286.00 ,Aucune annonce,Squier,Vintage Modified Jazz Bass V,Jazz Bass,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-jazz-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/squier/vintage-modified-series-jazz-bass-v/petites-annonces/
 1 300.00 ,1 petite annonce,Moscato,Funk 5,Basses électriques 5 cordes,18/07/2011,https://fr.audiofanzine.com/basse-electrique-divers/moscato/funk-5-cordes-frettee/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/moscato/funk-5-cordes-frettee/petites-annonces/
 383.33 ,2 petites annonces,Cort,Arona 5,Arona,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/arona-5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/arona-5/petites-annonces/
1 199 ,Pas de stock,Human Base,Roxy B5 OPN,Basses électriques 5 cordes,23/04/2011,https://fr.audiofanzine.com/basse-electrique-divers/human-base/roxy-b5-opn/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/human-base/roxy-b5-opn/petites-annonces/
 1 500.00 ,Aucune annonce,Warwick,Thumb BO Dirty Blonde LTD 2006,Thumb Bolt-on,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thumb-bo-dirty-blonde-ltd-2006/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/thumb-bo-dirty-blonde-ltd-2006/petites-annonces/
 100.00 ,Aucune annonce,Cort,Action V-A,Action,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/action-v-a/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/action-v-a/petites-annonces/
 2 533.33 ,Aucune annonce,Sadowsky,Modern NYC 5/24,Basses électriques 5 cordes,15/01/2011,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/modern-nyc-5-24/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/modern-nyc-5-24/petites-annonces/
 300.00 ,Aucune annonce,WSL Guitars,Basse Glam & Proud 5,Basses électriques 5 cordes,28/12/2010,https://fr.audiofanzine.com/basse-electrique-divers/wsl-guitars/basse-glam-proud-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/wsl-guitars/basse-glam-proud-5-cordes/petites-annonces/
999 ,Pas de stock,LTD,F-415FM,Standard F,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-415fm-see-thru-black/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ltd/f-415fm-see-thru-black/petites-annonces/
 1 560.00 ,Aucune annonce,Fender,Roscoe Beck Bass V,Basses électriques 5 cordes,14/11/2010,https://fr.audiofanzine.com/basse-electrique-divers/fender/artist-series-roscoe-beck-bass-v/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/fender/artist-series-roscoe-beck-bass-v/petites-annonces/
 1 800.00 ,Aucune annonce,Sadowsky,M5-24,Basses électriques 5 cordes,13/11/2010,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/m5-24/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/sadowsky/m5-24/petites-annonces/
 1 132.91 ,Aucune annonce,Pedulla,Rapture 5 P/J,Basses électriques 5 cordes,05/11/2010,https://fr.audiofanzine.com/basse-electrique-divers/pedulla/rapture-5-p-j/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/pedulla/rapture-5-p-j/petites-annonces/
 900.00 ,Aucune annonce,Warwick,Corvette Bubinga 5,Basses électriques 5 cordes,30/10/2010,https://fr.audiofanzine.com/basse-electrique-divers/warwick/corvette-bubinga-red-oil-5-cordes/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/warwick/corvette-bubinga-red-oil-5-cordes/petites-annonces/
 3 750.00 ,Aucune annonce,Music Man,Anniversary StingRay 5,StingRay,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/anniversary-stingray-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/anniversary-stingray-5/petites-annonces/
 2 000.00 ,Aucune annonce,Ken Smith,CR5,Basses électriques 5 cordes,07/08/2010,https://fr.audiofanzine.com/basse-electrique-divers/ken-smith/cr5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ken-smith/cr5/petites-annonces/
 466.67 ,2 petites annonces,Cort,A5,Artisan,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/cort/a5/,Occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/cort/a5/petites-annonces/
 1 527.73 ,Aucune annonce,Music Man,Big Al 5 SSS,Big Al,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/music-man/big-al-5/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/music-man/big-al-5/petites-annonces/
 350.00 ,Aucune annonce,Ibanez,SRX755,SRX,Basses électriques 5 cordes,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srx755/,Pas d'occasion disponible,https://fr.audiofanzine.com/basse-electrique-divers/ibanez/srx755/petites-annonces/
